"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
"278",2022,"Hoffenheim","Bundesliga","opponent",32,34,16045,14197,1746,475,69,104,540,749,148,67,57,0,12393,102,322,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
"279",2022,"Inter","Serie A","team",27,38,21832,20151,1624,448,54,207,809,630,252,73,141,2,18367,57,339,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"280",2022,"Inter","Serie A","opponent",27,38,16669,14983,1652,503,21,112,516,562,131,63,50,0,13450,34,290,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
"281",2022,"Juventus","Serie A","team",32,38,19835,18065,1696,533,41,193,550,662,169,72,66,2,16459,74,297,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"282",2022,"Juventus","Serie A","opponent",32,38,18611,16719,1857,556,22,123,730,682,197,81,77,0,15048,35,311,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
"283",2022,"Köln","Bundesliga","team",26,34,16910,14957,1886,536,26,124,829,833,181,99,57,0,12636,67,374,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"284",2022,"Köln","Bundesliga","opponent",26,34,14126,12175,1877,458,43,132,517,828,179,87,79,0,10051,74,368,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
"285",2022,"Lazio","Serie A","team",27,38,23041,21310,1687,520,54,137,574,663,176,74,71,0,19632,44,296,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"286",2022,"Lazio","Serie A","opponent",27,38,18668,16963,1632,463,36,178,602,651,146,63,46,0,15276,73,309,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
"287",2022,"Leeds United","Premier League","team",29,38,18288,16432,1793,417,66,140,648,798,170,100,38,3,13989,63,368,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"288",2022,"Leeds United","Premier League","opponent",29,38,17052,15102,1897,498,100,92,568,829,181,86,79,3,13019,53,366,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
"289",2022,"Leicester City","Premier League","team",28,38,20137,18268,1809,457,65,105,556,769,185,113,42,2,16129,60,379,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"290",2022,"Leicester City","Premier League","opponent",28,38,18823,17017,1733,391,63,150,738,788,218,129,63,2,14828,73,382,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
"291",2022,"Lens","Ligue 1","team",28,38,20178,18428,1692,388,51,172,699,718,213,70,106,0,16573,58,295,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"292",2022,"Lens","Ligue 1","opponent",28,38,19558,17686,1829,452,42,95,587,817,168,51,71,2,15865,43,287,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
"293",2022,"Levante","La Liga","team",31,38,16422,14508,1837,477,50,183,624,769,168,58,76,3,12584,77,311,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"294",2022,"Levante","La Liga","opponent",31,38,18611,16649,1884,598,54,205,697,713,185,58,68,3,14699,78,256,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
"295",2022,"Leverkusen","Bundesliga","team",29,34,18338,16593,1681,380,80,89,537,726,194,96,71,1,14735,64,328,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"296",2022,"Leverkusen","Bundesliga","opponent",29,34,15822,14184,1586,404,44,101,554,679,145,81,42,4,12236,52,285,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
"297",2022,"Lille","Ligue 1","team",26,38,18926,16958,1879,471,47,186,621,828,201,79,90,0,15086,89,354,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"298",2022,"Lille","Ligue 1","opponent",26,38,18332,16397,1898,508,24,152,687,807,186,72,67,2,14511,37,288,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
"299",2022,"Liverpool","Premier League","team",27,38,25552,23742,1747,436,112,167,897,780,282,47,207,0,21163,63,374,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"300",2022,"Liverpool","Premier League","opponent",27,38,15214,13387,1683,403,89,105,460,678,117,70,37,0,11072,144,323,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
"301",2022,"Lorient","Ligue 1","team",29,38,16818,14950,1813,441,40,163,588,803,162,63,55,2,13156,55,291,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"302",2022,"Lorient","Ligue 1","opponent",29,38,21134,19214,1883,501,29,196,710,843,194,96,69,1,17424,37,322,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
"303",2022,"Lyon","Ligue 1","team",30,38,23388,21522,1804,491,95,139,571,782,188,85,60,2,19787,62,313,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"304",2022,"Lyon","Ligue 1","opponent",30,38,16600,14782,1742,471,54,163,611,704,177,78,70,0,12959,76,339,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
"305",2022,"Mainz 05","Bundesliga","team",28,34,15000,13190,1747,415,23,60,598,818,178,101,64,0,10773,63,306,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"306",2022,"Mainz 05","Bundesliga","opponent",28,34,17406,15579,1782,526,30,125,561,748,156,68,57,2,13243,45,340,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
"307",2022,"Mallorca","La Liga","team",33,38,15023,13022,1934,575,44,113,597,788,159,64,34,5,11046,67,311,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"308",2022,"Mallorca","La Liga","opponent",33,38,18463,16519,1887,590,44,155,738,789,161,69,65,3,14388,57,304,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
"309",2022,"Manchester City","Premier League","team",26,38,27902,26239,1597,406,102,192,869,664,316,154,50,4,24406,66,355,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"310",2022,"Manchester City","Premier League","opponent",26,38,13251,11640,1517,376,50,89,397,493,108,52,37,3,9984,94,252,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
"311",2022,"Manchester Utd","Premier League","team",29,38,20641,18862,1691,376,80,187,659,725,197,74,88,0,16690,88,369,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"312",2022,"Manchester Utd","Premier League","opponent",29,38,18933,17152,1709,462,61,139,648,668,207,105,67,3,15051,72,310,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
"313",2022,"Marseille","Ligue 1","team",27,38,24524,22709,1755,538,57,176,619,692,217,100,81,0,21253,60,306,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"314",2022,"Marseille","Ligue 1","opponent",27,38,15309,13621,1578,385,67,140,512,614,155,59,64,1,12190,110,233,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
"315",2022,"Metz","Ligue 1","team",36,38,15688,13854,1786,476,34,137,581,729,142,43,76,0,12069,48,299,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"316",2022,"Metz","Ligue 1","opponent",36,38,21004,18933,2007,536,62,168,780,914,253,108,105,3,17036,64,366,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
"317",2022,"Milan","Serie A","team",28,38,19320,17512,1728,564,45,122,672,653,195,61,86,0,15719,80,297,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"318",2022,"Milan","Serie A","opponent",28,38,16396,14572,1761,526,25,167,533,650,159,74,63,1,12864,63,298,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
"319",2022,"Monaco","Ligue 1","team",27,38,20559,18632,1833,448,77,150,705,805,220,99,78,0,16300,94,331,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"320",2022,"Monaco","Ligue 1","opponent",27,38,17624,15744,1830,559,27,187,539,710,151,48,71,1,13722,50,296,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
"321",2022,"Montpellier","Ligue 1","team",27,38,17804,15757,1994,484,36,155,697,868,178,62,74,2,13951,53,313,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"322",2022,"Montpellier","Ligue 1","opponent",27,38,19274,17407,1825,437,47,186,760,821,203,90,76,0,15556,42,274,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
"323",2022,"Nantes","Ligue 1","team",26,38,16481,14568,1858,422,20,140,731,864,198,75,97,1,12580,55,280,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"324",2022,"Nantes","Ligue 1","opponent",26,38,21387,19341,1992,524,32,119,650,903,200,88,78,1,17497,54,319,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
"325",2022,"Napoli","Serie A","team",27,38,22921,21114,1740,536,45,199,553,693,197,85,51,0,19572,67,337,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
"326",2022,"Napoli","Serie A","opponent",27,38,16201,14495,1646,507,37,120,552,603,145,58,69,0,12959,60,301,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
"327",2022,"Newcastle Utd","Premier League","team",29,38,14036,12203,1762,415,31,114,592,743,160,90,46,14,10201,71,281,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
"328",2022,"Newcastle Utd","Premier League","opponent",29,38,21214,19431,1725,433,72,125,685,764,190,94,72,4,17236,58,292,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
"329",2022,"Nice","Ligue 1","team",27,38,19832,18037,1742,440,37,101,742,766,196,94,75,1,16159,53,305,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
"330",2022,"Nice","Ligue 1","opponent",27,38,18844,16936,1839,484,47,182,664,768,168,68,79,0,15122,69,306,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
"331",2022,"Norwich City","Premier League","team",28,38,16070,14176,1839,474,50,153,568,766,165,90,60,2,12164,55,306,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
"332",2022,"Norwich City","Premier League","opponent",28,38,21657,19892,1709,380,77,162,793,784,251,131,78,1,17698,56,326,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
"333",2022,"Osasuna","La Liga","team",29,38,16522,14470,1986,473,16,195,864,932,179,61,99,4,11904,66,309,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
"334",2022,"Osasuna","La Liga","opponent",29,38,19149,17058,2009,543,50,195,719,867,184,56,71,2,14630,82,261,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
"335",2022,"Paris S-G","Ligue 1","team",36,38,26660,24940,1627,488,94,170,459,623,201,80,34,2,23831,93,278,"https://fbref.com/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats"
"336",2022,"Paris S-G","Ligue 1","opponent",36,38,15650,14026,1540,427,39,185,549,515,155,65,62,0,12815,84,250,"https://fbref.com/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats"
"337",2022,"RB Leipzig","Bundesliga","team",29,34,19771,18099,1606,504,70,63,523,644,162,72,54,0,16163,66,315,"https://fbref.com/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats"
"338",2022,"RB Leipzig","Bundesliga","opponent",29,34,15427,13757,1582,410,52,79,463,701,126,56,51,0,11694,88,352,"https://fbref.com/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats"
"339",2022,"Rayo Vallecano","La Liga","team",28,38,16933,14830,2020,553,38,161,862,906,190,76,76,4,12747,83,321,"https://fbref.com/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats"
"340",2022,"Rayo Vallecano","La Liga","opponent",28,38,17259,15156,2049,591,54,156,659,867,177,77,70,1,12928,54,358,"https://fbref.com/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats"
"341",2022,"Real Madrid","La Liga","team",31,38,24517,22705,1706,491,71,309,611,639,218,81,50,0,21373,106,313,"https://fbref.com/en/squads/53a2f082/2021-2022/Real-Madrid-Stats"
"342",2022,"Real Madrid","La Liga","opponent",31,38,16452,14707,1715,472,41,171,670,615,153,70,55,0,13258,30,311,"https://fbref.com/en/squads/53a2f082/2021-2022/Real-Madrid-Stats"
"343",2022,"Real Sociedad","La Liga","team",32,38,19304,17333,1895,537,45,96,638,829,186,79,79,1,15403,76,352,"https://fbref.com/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats"
"344",2022,"Real Sociedad","La Liga","opponent",32,38,16279,14226,1967,540,36,160,662,914,174,56,66,2,12311,86,320,"https://fbref.com/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats"
"345",2022,"Reims","Ligue 1","team",35,38,15811,13914,1821,498,14,181,629,780,166,63,77,1,12097,76,315,"https://fbref.com/en/squads/7fdd64e0/2021-2022/Reims-Stats"
"346",2022,"Reims","Ligue 1","opponent",35,38,21846,19896,1916,492,25,216,827,869,210,88,70,1,17907,34,362,"https://fbref.com/en/squads/7fdd64e0/2021-2022/Reims-Stats"
"347",2022,"Rennes","Ligue 1","team",28,38,21263,19478,1726,436,41,199,698,766,222,61,132,0,17605,59,308,"https://fbref.com/en/squads/b3072e00/2021-2022/Rennes-Stats"
"348",2022,"Rennes","Ligue 1","opponent",28,38,16756,14814,1884,470,40,198,691,777,178,68,63,2,13060,58,315,"https://fbref.com/en/squads/b3072e00/2021-2022/Rennes-Stats"
"349",2022,"Roma","Serie A","team",29,38,18828,16921,1847,548,45,136,735,748,238,130,95,0,15221,60,292,"https://fbref.com/en/squads/cf74a709/2021-2022/Roma-Stats"
"350",2022,"Roma","Serie A","opponent",29,38,17956,16098,1777,535,24,132,504,684,133,53,64,0,14445,81,340,"https://fbref.com/en/squads/cf74a709/2021-2022/Roma-Stats"
"351",2022,"Saint-Étienne","Ligue 1","team",39,38,17876,15857,1968,520,39,214,697,868,178,82,65,3,13880,51,329,"https://fbref.com/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats"
"352",2022,"Saint-Étienne","Ligue 1","opponent",39,38,19112,17052,1976,481,66,131,575,945,162,70,61,2,15123,84,342,"https://fbref.com/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats"
"353",2022,"Salernitana","Serie A","team",42,38,14461,12521,1899,576,12,90,698,695,185,56,111,1,10680,41,320,"https://fbref.com/en/squads/c5577084/2021-2022/Salernitana-Stats"
"354",2022,"Salernitana","Serie A","opponent",42,38,21188,19440,1685,496,57,185,745,669,233,92,101,1,17458,63,292,"https://fbref.com/en/squads/c5577084/2021-2022/Salernitana-Stats"
"355",2022,"Sampdoria","Serie A","team",34,38,17022,15064,1876,582,35,151,645,726,143,33,73,0,12901,82,339,"https://fbref.com/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats"
"356",2022,"Sampdoria","Serie A","opponent",34,38,20027,18196,1767,550,42,141,764,683,215,74,84,3,15997,64,311,"https://fbref.com/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats"
"357",2022,"Sassuolo","Serie A","team",29,38,20327,18421,1863,629,59,179,541,612,198,96,62,1,17027,43,315,"https://fbref.com/en/squads/e2befd26/2021-2022/Sassuolo-Stats"
"358",2022,"Sassuolo","Serie A","opponent",29,38,16791,14939,1710,470,53,123,670,671,196,71,89,2,13305,142,342,"https://fbref.com/en/squads/e2befd26/2021-2022/Sassuolo-Stats"
"359",2022,"Sevilla","La Liga","team",33,38,22234,20265,1889,526,37,312,787,844,175,11,124,2,18327,80,305,"https://fbref.com/en/squads/ad2be733/2021-2022/Sevilla-Stats"
"360",2022,"Sevilla","La Liga","opponent",33,38,15095,13204,1838,516,30,143,647,749,158,66,61,1,11300,53,272,"https://fbref.com/en/squads/ad2be733/2021-2022/Sevilla-Stats"
"361",2022,"Southampton","Premier League","team",25,38,16941,15115,1784,411,43,81,711,750,233,106,105,4,12505,42,343,"https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats"
"362",2022,"Southampton","Premier League","opponent",25,38,18812,16984,1763,422,41,109,721,817,197,114,48,4,14361,65,349,"https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats"
"363",2022,"Spezia","Serie A","team",30,38,15503,13609,1817,509,32,92,534,731,152,76,58,2,11650,77,318,"https://fbref.com/en/squads/68449f6d/2021-2022/Spezia-Stats"
"364",2022,"Spezia","Serie A","opponent",30,38,20741,18778,1901,542,36,128,710,830,214,96,92,0,16843,62,334,"https://fbref.com/en/squads/68449f6d/2021-2022/Spezia-Stats"
"365",2022,"Strasbourg","Ligue 1","team",26,38,18653,16798,1794,449,47,212,797,807,180,37,121,2,14576,61,296,"https://fbref.com/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats"
"366",2022,"Strasbourg","Ligue 1","opponent",26,38,19277,17386,1846,527,34,159,620,722,190,79,78,0,15468,45,328,"https://fbref.com/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats"
"367",2022,"Stuttgart","Bundesliga","team",34,34,17353,15564,1736,452,42,192,550,762,148,29,98,1,13753,53,305,"https://fbref.com/en/squads/598bc722/2021-2022/Stuttgart-Stats"
"368",2022,"Stuttgart","Bundesliga","opponent",34,34,16993,15338,1623,400,29,68,656,720,173,85,68,0,13134,32,301,"https://fbref.com/en/squads/598bc722/2021-2022/Stuttgart-Stats"
"369",2022,"Torino","Serie A","team",31,38,18082,16280,1718,519,28,118,663,699,168,80,55,0,13943,84,331,"https://fbref.com/en/squads/105360fe/2021-2022/Torino-Stats"
"370",2022,"Torino","Serie A","opponent",31,38,15759,13659,2040,687,30,88,558,806,180,61,92,1,11475,60,291,"https://fbref.com/en/squads/105360fe/2021-2022/Torino-Stats"
"371",2022,"Tottenham","Premier League","team",25,38,20696,18976,1658,430,88,133,632,676,193,78,62,0,17204,62,332,"https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats"
"372",2022,"Tottenham","Premier League","opponent",25,38,19252,17557,1652,434,39,130,740,680,192,84,71,10,15570,43,348,"https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats"
"373",2022,"Troyes","Ligue 1","team",35,38,16828,14916,1859,534,26,163,708,750,161,113,35,0,13093,53,313,"https://fbref.com/en/squads/54195385/2021-2022/Troyes-Stats"
"374",2022,"Troyes","Ligue 1","opponent",35,38,21179,19368,1753,459,67,165,692,768,202,66,97,1,17526,58,305,"https://fbref.com/en/squads/54195385/2021-2022/Troyes-Stats"
"375",2022,"Udinese","Serie A","team",29,38,15251,13384,1789,523,37,80,519,688,187,64,75,1,11650,78,297,"https://fbref.com/en/squads/04eea015/2021-2022/Udinese-Stats"
"376",2022,"Udinese","Serie A","opponent",29,38,20623,18761,1805,620,40,127,653,633,203,68,101,0,16858,57,361,"https://fbref.com/en/squads/04eea015/2021-2022/Udinese-Stats"
"377",2022,"Union Berlin","Bundesliga","team",28,34,14818,13166,1588,366,31,59,663,742,138,49,71,2,10673,64,325,"https://fbref.com/en/squads/7a41008f/2021-2022/Union-Berlin-Stats"
"378",2022,"Union Berlin","Bundesliga","opponent",28,34,19206,17386,1786,471,41,116,577,819,148,70,54,1,15211,34,258,"https://fbref.com/en/squads/7a41008f/2021-2022/Union-Berlin-Stats"
"379",2022,"Valencia","La Liga","team",34,38,13777,11686,2039,664,32,227,765,811,175,73,63,3,9627,52,289,"https://fbref.com/en/squads/dcc91a7b/2021-2022/Valencia-Stats"
"380",2022,"Valencia","La Liga","opponent",34,38,17920,15730,2093,655,50,198,679,896,172,68,66,1,13730,97,331,"https://fbref.com/en/squads/dcc91a7b/2021-2022/Valencia-Stats"
"381",2022,"Venezia","Serie A","team",39,38,15320,13487,1772,493,27,113,585,714,123,57,54,0,11575,61,335,"https://fbref.com/en/squads/af5d5982/2021-2022/Venezia-Stats"
"382",2022,"Venezia","Serie A","opponent",39,38,21142,19162,1932,534,30,147,817,815,268,121,91,0,17187,48,348,"https://fbref.com/en/squads/af5d5982/2021-2022/Venezia-Stats"
"383",2022,"Villarreal","La Liga","team",29,38,20401,18435,1875,582,90,166,574,737,200,92,44,2,16679,91,396,"https://fbref.com/en/squads/2a8183b3/2021-2022/Villarreal-Stats"
"384",2022,"Villarreal","La Liga","opponent",29,38,15636,13738,1775,533,34,168,749,671,198,76,80,2,11881,123,267,"https://fbref.com/en/squads/2a8183b3/2021-2022/Villarreal-Stats"
"385",2022,"Watford","Premier League","team",30,38,14641,12800,1788,394,35,101,610,808,161,90,50,4,10423,53,317,"https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats"
"386",2022,"Watford","Premier League","opponent",30,38,21809,19879,1875,469,69,174,801,850,234,115,86,8,17339,55,332,"https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats"
"387",2022,"West Ham","Premier League","team",25,38,18378,16647,1672,309,29,146,802,770,200,135,43,1,14326,59,353,"https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats"
"388",2022,"West Ham","Premier League","opponent",25,38,20172,18525,1612,361,50,92,758,651,200,114,65,2,16243,35,280,"https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats"
"389",2022,"Wolfsburg","Bundesliga","team",30,34,16439,14701,1664,455,44,153,619,721,147,100,34,1,12596,74,289,"https://fbref.com/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats"
"390",2022,"Wolfsburg","Bundesliga","opponent",30,34,16308,14529,1726,454,27,84,644,768,181,72,76,2,12400,53,324,"https://fbref.com/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats"
"391",2022,"Wolves","Premier League","team",26,38,19103,17380,1662,420,58,151,587,718,168,41,86,6,15253,61,329,"https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats"
"392",2022,"Wolves","Premier League","opponent",26,38,19655,17914,1656,391,84,111,721,745,204,101,73,3,15751,85,367,"https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats"
"393",2023,"Ajaccio","Ligue 1","team",36,38,15286,13368,1855,562,39,57,631,795,126,42,65,0,11216,63,349,"https://fbref.com/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats"
"394",2023,"Ajaccio","Ligue 1","opponent",36,38,20436,18521,1848,569,48,132,621,806,167,70,57,0,16356,67,313,"https://fbref.com/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats"
"395",2023,"Almería","La Liga","team",29,38,15855,13865,1907,552,49,132,605,750,147,58,59,1,12151,83,308,"https://fbref.com/en/squads/78ecf4bb/2022-2023/Almeria-Stats"
"396",2023,"Almería","La Liga","opponent",29,38,19392,17371,1863,501,70,189,851,781,227,80,99,1,15420,158,367,"https://fbref.com/en/squads/78ecf4bb/2022-2023/Almeria-Stats"
"397",2023,"Angers","Ligue 1","team",33,38,17463,15689,1727,483,40,92,584,705,164,98,42,0,14103,47,294,"https://fbref.com/en/squads/69236f98/2022-2023/Angers-Stats"
"398",2023,"Angers","Ligue 1","opponent",33,38,19945,18056,1819,504,45,160,640,793,199,88,72,1,16447,70,334,"https://fbref.com/en/squads/69236f98/2022-2023/Angers-Stats"
"399",2023,"Arsenal","Premier League","team",26,38,21969,20293,1620,516,86,97,674,615,223,154,8,3,18281,56,379,"https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats"
"400",2023,"Arsenal","Premier League","opponent",26,38,15090,13335,1672,407,51,99,510,662,139,79,47,4,11424,83,317,"https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats"
"401",2023,"Aston Villa","Premier League","team",26,38,17396,15544,1794,599,54,101,561,684,162,97,19,4,13782,58,325,"https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats"
"402",2023,"Aston Villa","Premier League","opponent",26,38,18089,16219,1754,446,95,180,689,765,211,96,77,7,14277,116,375,"https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats"
"403",2023,"Atalanta","Serie A","team",27,38,19507,17537,1912,432,35,154,652,893,194,97,67,0,15462,58,359,"https://fbref.com/en/squads/922493f3/2022-2023/Atalanta-Stats"
"404",2023,"Atalanta","Serie A","opponent",27,38,19505,17534,1921,506,32,113,578,831,150,46,62,0,15427,50,393,"https://fbref.com/en/squads/922493f3/2022-2023/Atalanta-Stats"
"405",2023,"Athletic Club","La Liga","team",26,38,18630,16594,1940,502,44,191,918,835,257,66,123,1,14440,96,386,"https://fbref.com/en/squads/2b390eca/2022-2023/Athletic-Club-Stats"
"406",2023,"Athletic Club","La Liga","opponent",26,38,17573,15545,1951,580,41,190,579,789,136,56,50,2,13537,77,358,"https://fbref.com/en/squads/2b390eca/2022-2023/Athletic-Club-Stats"
"407",2023,"Atlético Madrid","La Liga","team",27,38,20488,18630,1779,490,83,193,625,702,183,97,46,0,16814,79,345,"https://fbref.com/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats"
"408",2023,"Atlético Madrid","La Liga","opponent",27,38,20021,18229,1735,495,40,228,743,650,185,78,68,1,16384,57,352,"https://fbref.com/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats"
"409",2023,"Augsburg","Bundesliga","team",34,34,12742,10915,1769,428,30,73,548,745,166,78,81,1,8422,58,332,"https://fbref.com/en/squads/0cdc4311/2022-2023/Augsburg-Stats"
"410",2023,"Augsburg","Bundesliga","opponent",34,34,18024,16282,1663,470,56,83,708,716,165,64,81,0,13841,79,349,"https://fbref.com/en/squads/0cdc4311/2022-2023/Augsburg-Stats"
"411",2023,"Auxerre","Ligue 1","team",33,38,15989,14213,1728,491,31,210,617,712,135,56,57,0,12386,48,305,"https://fbref.com/en/squads/5ae09109/2022-2023/Auxerre-Stats"
"412",2023,"Auxerre","Ligue 1","opponent",33,38,21041,19171,1788,488,75,134,751,739,207,84,85,2,17165,82,372,"https://fbref.com/en/squads/5ae09109/2022-2023/Auxerre-Stats"
"413",2023,"Barcelona","La Liga","team",29,38,24733,22836,1799,565,133,205,744,710,244,82,83,2,21298,98,340,"https://fbref.com/en/squads/206d90db/2022-2023/Barcelona-Stats"
"414",2023,"Barcelona","La Liga","opponent",29,38,13758,11850,1788,511,41,155,483,672,111,48,46,1,10316,120,306,"https://fbref.com/en/squads/206d90db/2022-2023/Barcelona-Stats"
"415",2023,"Bayern Munich","Bundesliga","team",28,34,22716,21104,1528,378,78,115,603,657,229,92,106,4,19404,84,312,"https://fbref.com/en/squads/054efa67/2022-2023/Bayern-Munich-Stats"
"416",2023,"Bayern Munich","Bundesliga","opponent",28,34,12829,11249,1531,363,17,116,454,608,126,61,49,1,9411,49,344,"https://fbref.com/en/squads/054efa67/2022-2023/Bayern-Munich-Stats"
"417",2023,"Betis","La Liga","team",30,38,18249,16255,1920,634,62,137,514,740,152,46,76,1,14678,74,376,"https://fbref.com/en/squads/fc536746/2022-2023/Real-Betis-Stats"
"418",2023,"Betis","La Liga","opponent",30,38,17964,16070,1790,455,61,153,756,771,209,71,98,2,14220,104,370,"https://fbref.com/en/squads/fc536746/2022-2023/Real-Betis-Stats"
